Word	Concepticon_ID	Concepticon_Gloss	POS	Similarity
steal	713	STEAL	verb	19
sin	2971	SIN	noun	19
convict	983	CONVICT	verb	19
stretch	214	STRETCH	verb	19
ankle	803	ANKLE	noun	19
pull	1455	PULL	verb	19
guilty	1682	GUILTY	adjective	19
flee	956	FLEE	verb	19
table	1775	TABLE	noun	19
soldier	1941	SOLDIER	noun	19
pair	1888	PAIR	noun	19
forge	288	FORGE	verb	19
mend	2243	REPAIR	verb	19
translate	2906	TRANSLATE	verb	19
violence	2976	VIOLENCE	noun	19
shout	715	SHOUT	verb	19
blow	175	BLOW (OF WIND)	verb	19
hammer	1481	HAMMER	noun	19
secret	1121	SECRET	adjective	19
mouth	674	MOUTH	noun	19
alive	1422	BE ALIVE	verb	19
scar	497	SCAR	noun	19
wrist	799	WRIST	noun	19
dinner	1833	DINNER (SUPPER)	noun	19
guest	1782	GUEST	noun	19
acquit	988	ACQUIT	verb	19
murder	845	MURDER	noun	19
conceal	602	HIDE (CONCEAL)	verb	19
scratch	1436	SCRATCH	verb	19
fingernail	1258	FINGERNAIL	noun	19
knit	2905	KNIT	verb	19
house	1252	HOUSE	noun	19
river	666	RIVER	noun	19
flat	1633	FLAT	adjective	19
cloak	326	CLOAK	noun	19
drown	1904	DROWN	verb	19
tale	2937	FAIRY TALE	noun	19
wealth	2996	WEALTH	noun	19
evil	45	EVIL	adjective	19
brother	1262	BROTHER	noun	19
living	1422	BE ALIVE	verb	19
slip	1324	SLIP	verb	19
coldness	1287	COLD	adjective	19
kiss	578	KISS	verb	19
immediately	1963	IMMEDIATELY	other	19
village	930	VILLAGE	noun	19
fat	323	FAT (ORGANIC SUBSTANCE)	noun	19
match	1133	MATCH	noun	19
elbow	981	ELBOW	noun	19
shop	746	SHOP	noun	19
spoon	1378	SPOON	noun	19
student	753	PUPIL (STUDENT)	noun	19
fast	1631	FAST	adjective	19
space	3006	SPACE (AVAILABLE)	noun	19
country	1300	COUNTRY	noun	19
hill	614	HILL	noun	19
grease	323	FAT (ORGANIC SUBSTANCE)	noun	19
smith	1001	BLACKSMITH	noun	19
mount	705	GO UP (ASCEND)	verb	19
west	1817	WEST	noun	19
president	899	PRESIDENT	noun	19
wear	976	WEAR	verb	19
clothes	1895	CLOTHES	noun	19
queen	1306	QUEEN	noun	19
pretty	2410	GOOD-LOOKING	adjective	19
canoe	1970	CANOE	noun	19
tree	906	TREE	noun	19
press	1913	PRESS	verb	19
soup	1547	SOUP	noun	19
unite	1743	JOIN	verb	19
horse	615	HORSE	noun	19
oak	644	OAK	noun	19
north	1598	NORTH	noun	19
mountain	639	MOUNTAIN	noun	19
host	1545	HOST	noun	19
sleep	1585	SLEEP	verb	19
chain	1627	CHAIN	noun	19
several	1241	SOME	other	19
shelter	1678	HUT	noun	19
log	1803	WOOD	noun	19
blanket	806	BLANKET	noun	19
hunt	1435	HUNT	verb	19
fish	227	FISH	noun	19
bait	2013	BAIT	noun	19
chop	2149	CHOP (INTO PIECES)	verb	19
morning	1339	MORNING	noun	19
game	2467	GAME	noun	19
deer	1936	DEER	noun	19
ax	677	AXE	noun	19
sharp	1396	SHARP	adjective	19
zero	1294	ZERO	numeral	19
cause	860	CAUSE	noun	19
cast	211	CAST	verb	19
liberate	37	LIBERATE	verb	19
king	1508	KING	noun	19
chief	301	CHIEFTAIN	noun	19
uncle	1327	UNCLE	noun	19
thunder	1150	THUNDER	noun	19
found	719	FIND	verb	19
plain	652	PLAIN	noun	19
forest	420	FOREST	noun	19
good	1035	GOOD	adjective	19
hut	1678	HUT	noun	19
branch	1531	BRANCH	noun	19
near-by	1942	NEAR	adjective	11
tongue	1205	TONGUE	noun	19
ox	1169	OX	noun	19
green	1425	GREEN	adjective	19
beneath	1485	BELOW OR UNDER	other	19
pine	1740	PINE	noun	19
carve	228	CARVE	verb	19
increase	1041	INCREASE	verb	19
slow	701	SLOW	adjective	19
send	1127	SEND	verb	19
six	1703	SIX	numeral	19
study	1929	STUDY	verb	19
season	691	SEASON	noun	19
brain	1583	BRAIN	noun	19
preach	304	PREACH	verb	19
intention	1162	INTENTION	noun	19
sole	2666	SOLE (FOOT)	noun	19
belt	772	BELT	noun	19
middle	1093	MIDDLE	other	19
teach	709	TEACH	verb	19
suspect	1841	SUSPECT	verb	19
message	2961	MESSAGE	noun	19
flock	2939	FLOCK (OF ANIMALS)	noun	19
crowd	2023	CROWD	noun	19
wise	698	WISE	adjective	19
dear	2470	DEAR	adjective	19
ill	1847	SICK	adjective	19
certainly	509	CERTAIN	adjective	19
yes	1268	YES	other	19
price	657	PRICE	noun	19
faithful	100	FAITHFUL	adjective	19
count	1420	COUNT	verb	19
length	2537	LENGTH	noun	19
round	1395	ROUND	adjective	19
bus	1070	BUS	noun	19
star	1430	STAR	noun	19
window	1375	WINDOW	noun	19
dirty	1230	DIRTY	adjective	19
listen	1608	LISTEN	verb	19
fetid	42	STINKING	adjective	19
anger	82	ANGER	noun	19
quiet	1314	QUIET	adjective	19
sweetness	717	SWEET	adjective	19
stay	987	REMAIN	verb	19
damage	2947	DAMAGE (INJURY)	noun	19
field	212	FIELD	noun	19
gold	1369	GOLD	noun	19
coast	1525	COAST	noun	19
finish	1766	FINISH	verb	19
drink	1401	DRINK	verb	19
kill	1417	KILL	verb	19
promise	1675	PROMISE	verb	19
sickness	1986	DISEASE	noun	19
seven	1704	SEVEN	numeral	19
baby	1289	BABY	noun	19
mother	1216	MOTHER	noun	19
aunt	1272	AUNT	noun	19
quickly	1631	FAST	adjective	19
sorry	1875	REGRET	verb	19
bright	679	BRIGHT	adjective	19
cousin	1643	COUSIN	noun	19
orphan	1149	ORPHAN	noun	19
dad	1217	FATHER	noun	19
daughter	1357	DAUGHTER	noun	19
week	1469	WEEK	noun	19
piece	594	PIECE	noun	19
dream	2374	DREAM	noun	19
burn	2102	BURN	verb	19
notice	2893	NOTICE (SOMETHING)	verb	19
stupid	1518	STUPID	adjective	19
news	2964	NEWS	noun	19
pick	2148	PICK	verb	19
ring	1374	RING	noun	19
lunch	768	LUNCH	noun	19
smile	1451	SMILE	verb	19
sorrow	1668	GRIEF	noun	19
bow	994	BOW	noun	19
ship	740	SHIP	noun	19
elderly	2112	OLD (AGED)	other	19
dark	706	DARK	adjective	19
gay	1495	HAPPY	adjective	19
poor	1674	POOR	adjective	19
powerful	3001	POWERFUL	adjective	19
similar	1558	SIMILAR	adjective	19
deny	755	DENY	verb	19
sell	1571	SELL	verb	19
word	1599	WORD	noun	19
wide	1243	WIDE	adjective	19
debt	1914	DEBT	noun	19
sharpen	251	SHARPEN (SOMETHING)	verb	19
separate	1359	SEPARATE	verb	19
distance	2978	DISTANCE	noun	19
soil	1228	EARTH (SOIL)	noun	19
sea	1474	SEA	noun	19
meal	1526	MEAL	noun	19
prevent	1550	PREVENT	verb	19
market	633	MARKET	noun	19
boot	585	BOOT	noun	19
blue	837	BLUE	adjective	19
loom	1787	LOOM	noun	19
collar	2012	COLLAR	noun	19
calculate	2867	CALCULATE	verb	19
machine	144	MACHINE	noun	19
garden	586	GARDEN	noun	19
sit	1416	SIT	verb	19
happy	1495	HAPPY	adjective	19
straight	1404	STRAIGHT	adjective	19
sew	1457	SEW	verb	19
button	757	BUTTON	noun	19
calm	258	CALM	adjective	19
relax	168	REST	verb	19
needle	1382	NEEDLE (FOR SEWING)	noun	19
pin	64	PIN	noun	19
hook	1071	HOOK	noun	19
braid	1043	BRAID	noun	19
rug	292	RUG	noun	19
candy	874	CANDY	noun	19
chair	1476	CHAIR	noun	19
chest	1592	CHEST	noun	19
wax	1931	BEESWAX	noun	19
ball	1845	BALL	noun	19
coin	1867	COIN	noun	19
salt	1274	SALT	noun	19
pepper	1385	PEPPER	noun	19
dog	2009	DOG	noun	19
shell	598	SHELL	noun	19
leaf	628	LEAF	noun	19
color	1613	COLOR	noun	19
flower	239	FLOWER	noun	19
item	2981	ITEM	noun	19
sweet	717	SWEET	adjective	19
luck	720	GOOD LUCK	noun	19
chicken	1318	CHICKEN	noun	19
insect	620	INSECT	noun	19
animal	619	ANIMAL	noun	19
bird	937	BIRD	noun	19
nest	539	NEST	noun	19
hive	88	BEEHIVE	noun	19
visible	1868	VISIBLE	adjective	19
destroy	681	DESTROY	verb	19
lend	582	LEND	verb	19
hasten	754	HURRY	verb	19
heaven	1565	HEAVEN	noun	19
tie	1917	TIE	verb	19
mirror	1171	MIRROR	noun	19
spade	1176	SPADE	noun	19
widow	1756	WIDOW	noun	19
good-looking	2410	GOOD-LOOKING	adjective	19
earn	733	EARN	verb	19
pound	354	POUND	verb	19
danger	1810	DANGER	noun	19
bunch	1966	BUNCH	noun	19
guess	1932	GUESS	verb	19
forehead	123	FOREHEAD	noun	19
tomorrow	1329	TOMORROW	other	19
wish	1784	WANT	verb	19
seize	855	SEIZE	verb	19
cheap	1887	CHEAP	adjective	19
store	752	STORE	noun	19
grab	855	SEIZE	verb	19
bother	2869	BOTHER (HARASS)	verb	19
noon	12	MIDDAY	noun	19
sunday	1699	SUNDAY	noun	19
quick	1631	FAST	adjective	19
dress	474	DRESS	noun	19
wrong	1390	WRONG	adjective	19
wake	3174	WAKE UP (SOMEONE)	verb	19
cigarette	969	CIGARETTE	noun	19
bottom	690	BOTTOM	noun	19
liver	1224	LIVER	noun	19
cat	1208	CAT	noun	19
pity	1141	PITY	noun	19
spoil	92	SPOIL (SOMEBODY OR SOMETHING)	verb	19
sand	671	SAND	noun	19
fault	134	FAULT	noun	19
leg	1297	LEG	noun	19
death	910	DEATH	noun	19
coat	603	COAT	noun	19
brick	1006	BRICK	noun	19
rough	1923	ROUGH	adjective	19
mortar	224	MORTAR	noun	19
squeeze	1414	SQUEEZE	verb	19
flow	2003	FLOW	verb	19
obscure	1764	OBSCURE	adjective	19
thick	1244	THICK	adjective	19
shadow	1388	SHADE	noun	19
fine	218	FINE (PENALTY)	noun	19
repair	2243	REPAIR	verb	19
mix	2017	MIX	verb	19
tone	2995	TONE (MUSIC)	noun	19
jump	1829	JUMP	verb	19
shade	1388	SHADE	noun	19
light	1052	LIGHT (WEIGHT)	adjective	19
raw	1959	RAW	adjective	19
yellow	1424	YELLOW	adjective	19
chill	2932	COLD (CHILL)	noun	19
difficult	584	DIFFICULT	adjective	19
grind	1033	GRIND	verb	19
wet	1726	WET	adjective	19
basket	1539	BASKET	noun	19
kitty	1208	CAT	noun	19
hawk	307	HAWK	noun	19
plank	1227	BOARD	noun	19
tool	1361	TOOL	noun	19
mist	249	FOG	noun	19
painting	3303	PICTURE (PAINTING)	noun	19
former	3004	FORMER	adjective	19
source	849	SPRING (OF WATER)	noun	19
rain	658	RAIN (PRECIPITATION)	noun	19
damp	2998	DAMP	adjective	19
summer	1342	SUMMER	noun	19
negative	1240	NOT	other	19
pursue	1047	PURSUE	verb	19
forbid	83	FORBID	verb	19
black	163	BLACK	adjective	19
condemn	484	CONDEMN	verb	19
pregnant	1123	PREGNANT	adjective	19
wagon	122	CART	noun	19
load	1679	LOAD	noun	19
kid	1972	KID	noun	19
bull	1008	BULL	noun	19
chew	321	CHEW	verb	19
laugh	1355	LAUGH	verb	19
proud	174	PROUD	adjective	19
succeed	1112	SUCCEED	verb	19
cheek	1730	CHEEK	noun	19
corner	192	CORNER	noun	19
guard	1940	GUARD	noun	19
leather	629	LEATHER	noun	19
string	362	STRING	noun	19
pan	31	PAN	noun	19
afternoon	1807	AFTERNOON	noun	19
regret	1875	REGRET	verb	19
cow	1007	COW	noun	19
meadow	2819	GRASSLAND	noun	19
pierce	398	PIERCE	verb	19
cattle	1153	CATTLE	noun	19
lake	624	LAKE	noun	19
feed	739	FEED	verb	19
track	318	FOOTPRINT	noun	19
valley	921	VALLEY	noun	19
wave	978	WAVE	noun	19
snake	730	SNAKE	noun	19
rabbit	1136	RABBIT	noun	19
row	1849	ROW	verb	19
tower	1671	TOWER	noun	19
foreign	109	FOREIGN	adjective	19
rescue	2008	RESCUE	verb	19
paper	648	PAPER	noun	19
glue	1069	GLUE	noun	19
charcoal	1188	CHARCOAL	noun	19
cloth	1616	CLOTH	noun	19
fruit	1507	FRUIT	noun	19
grape	920	GRAPE	noun	19
save	2008	RESCUE	verb	19
dense	2239	DENSE	adjective	19
path	2252	PATH	noun	19
fold	1470	FOLD	verb	19
rat	1490	RAT	noun	19
correct	1725	CORRECT (RIGHT)	adjective	19
conversation	2933	CONVERSATION	noun	19
knot	760	KNOT	noun	19
bundle	2943	BUNDLE	noun	19
army	1561	ARMY	noun	19
ear	1247	EAR	noun	19
bread	1368	BREAD	noun	19
food	256	FOOD	noun	19
custom	1747	CUSTOM	noun	19
instrument	1361	TOOL	noun	19
anxiety	1000	ANXIETY	noun	19
instantly	2916	INSTANTLY (IMMEDIATELY)	other	19
blunt	379	BLUNT	adjective	19
hate	1607	HATE	verb	19
sibling	1640	SIBLING	noun	19
dawn	729	DAWN	noun	19
sink	1088	SINK (DESCEND)	verb	19
shirt	1622	SHIRT	noun	19
bent	297	CROOKED	adjective	19
whisper	55	WHISPER	verb	19
clay	1399	CLAY	noun	19
choke	129	CHOKE	verb	19
hug	928	EMBRACE	verb	19
embrace	928	EMBRACE	verb	19
stallion	936	STALLION	noun	19
mare	938	MARE	noun	19
heat	612	HEAT	noun	19
paw	2965	PAW	noun	19
flesh	2259	FLESH	noun	19
neck	1333	NECK	noun	19
bump	1903	SWELLING	noun	19
crazy	1899	MAD	adjective	19
quiver	52	SHIVER	verb	19
yard	736	YARD	noun	19
ride	367	RIDE	verb	19
moon	1313	MOON	noun	19
campfire	2986	CAMPFIRE	noun	19
bone	1394	BONE	noun	19
gray	153	GREY	adjective	19
feather	1201	FEATHER	noun	19
red	156	RED	adjective	19
fence	1690	FENCE	noun	19
dirt	25	DIRT	noun	19
cloud	1489	CLOUD	noun	19
earth	1228	EARTH (SOIL)	noun	19
prairie	2819	GRASSLAND	noun	19
fan	1971	FAN (OBJECT)	noun	19
swear	1939	SWEAR	verb	19
exit	1752	LEAVE	verb	19
blind	1653	BLIND	adjective	19
shin	186	SHIN	noun	19
oven	1143	OVEN	noun	19
ornament	917	ORNAMENT	noun	19
imitate	117	IMITATE	verb	19
sol	1343	SUN	noun	19
alike	1558	SIMILAR	adjective	19
splash	365	SPLASH	verb	19
stroke	2993	STROKE (OF PEN)	noun	19
expensive	1426	EXPENSIVE	adjective	19
connect	2862	CONNECT	verb	19
improve	2872	IMPROVE (SOMETHING)	verb	19
government	815	GOVERNMENT	noun	19
borrow	1823	BORROW	verb	19
obtain	694	GET	verb	19
vulture	1185	VULTURE	noun	19
tail	1220	TAIL	noun	19
bark	1204	BARK	noun	19
arrive	1387	ARRIVE	verb	19
weigh	1098	WEIGH	verb	19
await	1590	WAIT (FOR)	verb	19
split	1437	SPLIT	verb	19
fox	1312	FOX	noun	19
tooth	1380	TOOTH	noun	19
announce	9	ANNOUNCE	verb	19
bind	1917	TIE	verb	19
narrow	1267	NARROW	adjective	19
fringe	2989	FRINGE	noun	19
evening	1629	EVENING	noun	19
cool	2483	COLD (OF WEATHER)	adjective	19
weave	133	WEAVE	verb	19
breakfast	1322	BREAKFAST	noun	19
wing	1257	WING	noun	19
float	1574	FLOAT	verb	19
turtle	112	TURTLE	noun	19
midday	12	MIDDAY	noun	19
wrap	1113	WRAP	verb	19
attractive	2410	GOOD-LOOKING	adjective	19
motor	110	MOTOR	noun	19
dough	273	DOUGH	noun	19
height	2985	HEIGHT	noun	19
mason	877	MASON	noun	19
corn	506	MAIZE	noun	19
join	1743	JOIN	verb	19
acid	1906	SOUR	adjective	19
bridge	1011	BRIDGE	noun	19
spin	121	SPIN	verb	19
decay	2907	ROT	verb	19
disappear	485	DISAPPEAR	verb	19
brackish	70	BRACKISH	adjective	19
injury	2947	DAMAGE (INJURY)	noun	19
grave	1773	GRAVE	noun	19
yesterday	1174	YESTERDAY	other	19
servant	255	SERVANT	noun	19
magic	392	MAGIC	noun	19
cape	1662	CAPE	noun	19
illness	1986	DISEASE	noun	19
mail	167	MAIL	noun	19
slave	812	SLAVE	noun	19
heap	2984	HEAP	noun	19
wednesday	1694	WEDNESDAY	noun	19
owe	369	OWE	verb	19
stranger	791	STRANGER	noun	19
wealthy	712	RICH	adjective	19
stove	859	STOVE	noun	19
ripe	178	RIPE	adjective	19
breathe	1407	BREATHE	verb	19
brave	3	BRAVE	adjective	19
silent	48	BE SILENT	verb	19
hell	878	HELL	noun	19
foolish	1518	STUPID	adjective	19
rear	2134	RAISE (BRING UP)	verb	19
gate	2940	GATE	noun	19
tether	2891	TIE UP (TETHER)	verb	19
bat	1793	BAT	noun	19
temple	911	TEMPLE	noun	19
chase	1047	PURSUE	verb	19
rope	1218	ROPE	noun	19
swarm	2974	SWARM (OF BIRDS)	noun	19
yell	715	SHOUT	verb	19
dash	2863	DASH (OF VEHICLE)	verb	19
crawl	96	CRAWL	verb	19
peg	361	PEG	noun	19
pouch	2951	POUCH	noun	19
flame	889	FLAME	noun	19
shield	1064	SHIELD	noun	19
roof	769	ROOF	noun	19
ugly	1548	UGLY	adjective	19
clothing	1895	CLOTHES	noun	19
sing	1261	SING	verb	19
adultery	902	ADULTERY	noun	19
skilful	1824	DEXTEROUS	adjective	19
severe	419	SEVERE	adjective	19
song	1096	SONG	noun	19
numerous	1198	MANY	other	19
swift	1631	FAST	adjective	19
quarrel	1848	QUARREL	noun	19
cord	1218	ROPE	noun	19
cup	476	CUP	noun	19
ice	617	ICE	noun	19
bottle	1321	BOTTLE	noun	19
shoot	1172	SHOOT	verb	19
skin	763	SKIN	noun	19
dig	1418	DIG	verb	19
swallow	897	SWALLOW	verb	19
rice	926	RICE	noun	19
eat	1336	EAT	verb	19
grain	605	GRAIN	noun	19
drip	2253	DRIP (EMIT LIQUID)	verb	19
vine	343	VINE	noun	19
egg	744	EGG	noun	19
shelf	745	SHELF	noun	19
rafter	829	RAFTER	noun	19
hungry	1533	BE HUNGRY	verb	19
shoe	1381	SHOE	noun	19
drug	1372	MEDICINE	noun	19
chimney	1305	CHIMNEY	noun	19
wedding	1259	WEDDING	noun	19
vagina	1836	VAGINA	noun	19
